person,rating,genre,movie_count
Jimmi Simpson,5.5,Action,2
Jimmie Fails,7.3,Drama,1
Jimmy Bennett,6.2,Action,2
Jimmy Fallon,5.933333333333334,Biography,3
Jimmy Kimmel,6.3,Animation,1
Jimmy Nail,6.3,Biography,1
Jimmy O. Yang,6.3,Comedy,1
Jimmy Reddington,7.5,Biography,1
Jimmy Shergill,7.5,Comedy,4
Jimmy Smits,5.533333333333334,Comedy,3
Jimmy Somerville,7.1,Biography,1
Jimmy Tatro,5.8,Action,1
Jimmy Wong,7.2,Animation,1
Jimmy Yuill,5.8,Drama,1
Jin Goo,7.7,Crime,1
Jin Muraki,6.9,Horror,1
Jin Seon-Kyu,6.75,Action,2
Jin Wang,7.4,Comedy,1
Jin Zhang,6.75,Action,2
Jin-Mo Joo,7.9,Crime,1
Jinda Duangtoy,6.6,Fantasy,1
Jing Lusi,5.7,Action,1
Jing Wu,6.34,Action,5
Jinglei Xu,6.95,Action,2
Jingwu Ma,8.1,Drama,1
Jinpachi Nezu,8.05,Action,2
Jisca Kalvanda,7.4,Crime,1
Jisshu Sengupta,7.3,Action,2
Jitendra Kumar,6.533333333333334,Comedy,3
Jj Feild,5.75,Comedy,2
Jo Champa,6.1,Action,1
Jo Hartley,7.5,Crime,2
Jo Jae-Yoon,7.2,Action,1
Jo Marr,7.1,Comedy,1
Jo Sung-Ha,7.3,Action,1
Joachim Krol,6.550000000000001,Drama,2
Joakim Natterqvist,6.6,Action,1
Joan Allen,7.113333333333333,Biography,15
Joan Chen,7.533333333333334,Biography,3
Joan Cusack,6.29,Comedy,20
Joan Lunden,7.5,Comedy,1
Joan Plowright,6.233333333333333,Comedy,6
Joan Severance,6.8,Comedy,1
Joana Borja,5.4,Drama,1
Joanna Cassidy,6.44,Animation,5
Joanna Gleason,5.9,Action,1
Joanna Going,5.4,Horror,1
Joanna Kulig,7.5,Drama,1
Joanna Lumley,6.133333333333333,Comedy,3
Joanna Moukarzel,7.1,Comedy,1
Joanna Pacula,5.45,Action,2
Joanna Vanderham,7.4,Drama,1
Joanne Froggatt,6.85,Biography,2
Joanne Ritchie,6.2,Comedy,1
Joanne Whalley,6.45,Action,4
Joaquim De Almeida,6.76,Comedy,5
Joaquin Cosio,7.45,Action,2
Joaquin Phoenix,6.938709677419355,Drama,31
Jobeth Williams,6.183333333333334,Comedy,6
Jocelin Donahue,6.3,Horror,1
Jocelyn Deboer,6.9,Comedy,2
Jocelyn Quivrin,6.5,Comedy,2
Jochen Nickel,7.5,Drama,1
Jodelle Ferland,6.133333333333333,Drama,3
Jodi Benson,6.9,Animation,2
Jodi Lyn O'Keefe,5.5,Comedy,1
Jodie Comer,7.25,Action,2
Jodie Foster,6.866666666666666,Drama,18
Jodie Turner-Smith,6.533333333333334,Crime,3
Jodie Whittaker,6.533333333333334,Comedy,3
Joe Absolom,5.7,Horror,1
Joe Alwyn,6.475,Action,4
Joe Anderson,6.0600000000000005,Drama,5
Joe Baker,6.4,Animation,2
Joe Belcher,7.5,Comedy,1
Joe Breen,7.3,Biography,1
Joe Cole,6.633333333333333,Action,3
Joe Costa,5.3,Crime,1
Joe Don Baker,6.5,Comedy,3
Joe Flaherty,6.6,Animation,1
Joe Flanigan,6.0,Action,1
Joe Gabler,7.7,Animation,1
Joe Goossen,6.3,Comedy,1
Joe Keery,5.9,Comedy,1
Joe Manganiello,5.8,Animation,2
Joe Mantegna,6.5,Drama,8
Joe Morton,6.36,Drama,5
Joe Nicolo,6.3,Crime,1
Joe Nunez,6.6,Comedy,1
Joe Odagiri,7.199999999999999,Action,2
Joe Pantoliano,6.933333333333334,Crime,6
Joe Pesci,7.207692307692308,Action,13
Joe Piscopo,6.5,Comedy,1
Joe Romersa,6.6,Animation,1
Joe Seneca,7.1,Drama,1
Joe Spinell,6.4,Crime,1
Joe Stapleton,6.6,Comedy,1
Joe Swanberg,6.35,Drama,2
Joe Taslim,6.5,Action,2
Joe Thomas,6.550000000000001,Comedy,2
Joe Tippett,6.0,Drama,1
Joe Torry,6.1,Drama,1
Joe Viterelli,5.95,Comedy,2
Joel Basman,7.8,Drama,1
Joel Courtney,6.425,Comedy,4
Joel David Moore,6.033333333333334,Action,3
Joel Edgerton,6.776190476190477,Action,21
Joel Fry,6.366666666666667,Adventure,3
Joel Gretsch,6.9,Drama,1
Joel Grey,6.6,Drama,2
Joel Jackson,6.7,Action,1
Joel Kim Booster,6.7,Comedy,1
Joel Kinnaman,6.6000000000000005,Action,6
Joel Marsh Garland,5.5,Action,1
Joel Mchale,6.45,Animation,4
Joel Murray,6.699999999999999,Action,2
Joel Tobeck,6.7,Comedy,1
Joelle Carter,5.4,Drama,1
Joely Fisher,6.3,Crime,1
Joely Richardson,6.29,Drama,10
Joey Bishop,5.6,Action,1
Joey Bragg,5.2,Comedy,1
Joey Cramer,6.9,Adventure,1
Joey Kern,6.45,Comedy,2
Joey King,6.075,Comedy,8
Joey Lauren Adams,6.25,Comedy,4
Joey Lawrence,6.6,Animation,1
Joey Morgan,6.3,Action,1
Joey Travolta,5.5,Action,1
Joey Wang,6.85,Action,2
Joeystarr,7.3,Crime,1
Joffrey Platel,6.8,Comedy,1
Johan Gotthardt Olsen,7.5,Crime,1
Johan Heldenbergh,7.35,Drama,2
Johan Liljemark,7.1,Drama,1
Johann Sigurðarson,7.4,Adventure,1
Johanna Gastdorf,7.6,Biography,1
Johanna Ter Steege,7.550000000000001,Mystery,2
Johanna Wokalek,7.266666666666667,Adventure,3
Johanne Louise Schmidt,7.4,Crime,1
Johannes Haukur Johannesson,6.6,Action,1
Johannes Holopainen,7.35,Drama,2
Johannes Krisch,7.4,Crime,2
Johannes Kuhnke,6.35,Comedy,2
John Abraham,6.666666666666667,Action,15
John Agar,7.0,Action,1
John Alderton,6.9,Comedy,1
John Alexander,7.0,Action,1
John Allen Nelson,6.2,Comedy,1
John Amos,6.300000000000001,Action,2
John Ashton,6.966666666666666,Action,3
John Astin,7.1,Comedy,1
John Baker,6.1,Adventure,1
John Beckman,5.6,Horror,1
John Belushi,7.9,Action,1
John Billingsley,7.25,Drama,2
John Boyega,6.575,Action,8
John Bradley,5.6,Comedy,2
John Brumpton,6.6,Crime,1
John Buckwalter,7.7,Comedy,1
John C. Mcginley,6.666666666666667,Drama,3
John C. Reilly,6.6461538461538465,Comedy,26
John Cameron Mitchell,7.7,Comedy,1
John Canada Terrell,6.8,Comedy,1
John Candy,6.5,Comedy,18
John Carroll Lynch,6.5,Biography,4
John Carter,6.7,Biography,1
John Cena,6.144444444444444,Action,9
John Cho,6.7444444444444445,Animation,9
John Cleese,6.5636363636363635,Comedy,11
John Colicos,6.6,Crime,1
John Corbett,6.142857142857143,Comedy,7
John Cullum,6.8,Comedy,1
John Cusack,6.480952380952381,Comedy,42
John D'Aquino,6.2,Fantasy,1
John D'Leo,6.3,Comedy,1
John David Washington,6.733333333333333,Action,6
John Demita,6.2,Animation,1
John Dimaggio,6.7,Animation,1
John Doe,6.3,Biography,1
John Doman,7.0,Drama,2
John Fiedler,6.3,Animation,1
John Flanders,6.0,Drama,1
John Forsythe,6.9,Comedy,1
John Francis Daley,5.95,Comedy,2
John Franklin,5.6,Horror,1
John Fujioka,7.1,Adventure,1
John Furey,6.1,Horror,1
John Gallagher Jr.,6.666666666666667,Drama,6
John Getz,6.5,Drama,5
John Gielgud,7.7,Biography,3
John Glover,6.9,Comedy,1
John Goodman,6.61578947368421,Comedy,38
John Gumley-Mason,7.2,Crime,1
John Hallam,6.6,Action,1
John Hannah,6.55,Action,4
John Harkins,7.2,Drama,1
John Harlan Kim,6.7,Drama,1
John Hawkes,6.942857142857143,Comedy,7
John Haycraft,7.8,Drama,1
John Heard,6.575,Comedy,12
John Henshaw,7.0,Comedy,1
John Hensley,5.4,Comedy,1
John Higgins,7.5,Comedy,1
John Hodgman,7.7,Animation,1
John Hollingworth,6.2,Drama,1
John Houseman,6.8,Horror,1
John Hurt,6.742857142857143,Drama,14
John Jack,5.4,Comedy,1
John Jarratt,6.15,Horror,2
John Kani,6.8,Adventure,1
John Karna,5.7,Comedy,1
John Kokken,7.3,Action,2
John Krasinski,6.546153846153846,Comedy,13
John Larroquette,5.65,Comedy,2
John Leguizamo,6.232142857142857,Action,28
John Lithgow,6.526315789473684,Comedy,19
John Lloyd Fillingham,6.8,Crime,1
John Lloyd Young,6.8,Biography,1
John Lone,6.683333333333334,Action,6
John Louie,7.3,Comedy,1
John Lurie,7.1000000000000005,Comedy,3
John Lynch,6.300000000000001,Comedy,2
John Mackay,7.4,Comedy,1
John Magaro,7.033333333333334,Drama,3
John Mahoney,6.9,Crime,4
John Malkovich,6.616666666666666,Action,30
John Meillon,6.15,Action,2
John Michael Higgins,6.05,Comedy,4
John Mills,7.1,Animation,2
John Mulaney,7.0,Animation,1
John Neville,7.05,Adventure,2
John Newberg,5.0,Drama,1
John Nolan,7.5,Crime,1
John Omirah Miluwi,7.0,Biography,1
John Ortiz,5.8,Action,3
John Otrin,5.2,Horror,1
John Owen Lowe,6.2,Comedy,1
John P. Ryan,6.2,Action,3
John Palladino,6.6,Biography,1
John Pankow,6.2,Drama,1
John Paul Lawler,6.9,Drama,1
John Paul Tremblay,7.1,Comedy,1
John Pingayak,6.5,Biography,1
John Polson,6.8,Crime,1
John Putch,6.0,Adventure,1
John Pyper-Ferguson,5.3,Action,1
John Rafter Lee,7.6,Animation,1
John Randolph,6.7,Comedy,1
John Ratzenberger,8.3,Animation,1
John Rhys-Davies,6.7,Action,3
John Ritter,6.675,Comedy,4
John Roberts,6.9,Animation,1
John Robinson,7.1,Crime,1
John Roselius,7.6,Mystery,1
John Savage,6.733333333333333,Drama,3
John Saxon,7.2,Horror,2
John Schuck,6.7,Comedy,1
John Sharian,7.6,Drama,1
John Shea,7.7,Biography,1
John Simm,7.1,Comedy,1
John Slattery,5.95,Biography,2
John Sparkes,7.05,Animation,2
John Spencer,7.4,Action,1
John Stockwell,6.7,Horror,1
John Terry,5.45,Comedy,2
John Tesh,5.5,Comedy,1
John Thaw,7.5,Biography,1
John Thomson,7.3,Biography,1
John Tormey,7.1,Crime,2
John Travolta,6.334375,Action,32
John Turturro,6.653846153846154,Comedy,13
John Vernon,5.85,Comedy,2
John Villanueva,6.9,Comedy,1
John Waters,6.133333333333333,Drama,3
John Wesley Shipp,5.1,Adventure,1
John Witherspoon,5.7,Comedy,3
John Wood,6.5,Action,2
John-Paul Howard,5.8,Horror,1
Johnathon Schaech,5.75,Comedy,2
Johnny Depp,6.8,Action,49
Johnny Flynn,6.533333333333334,Biography,3
Johnny Galecki,7.5,Comedy,1
Johnny Knoxville,5.881818181818182,Comedy,11
Johnny Simmons,5.45,Comedy,4
Johnny Tri Nguyen,6.6,Action,1
Johnny Vekris,6.4,Drama,1
Johnny Yong Bosch,5.95,Animation,2
Johny Lever,6.8,Action,1
Joivan Wade,5.2,Action,1
Jojo,5.5,Adventure,2
Jojo T. Gibbs,6.7,Horror,1
Joju George,5.8,Action,1
Jolyon Coy,6.2,Drama,1
Jon Abrahams,6.25,Comedy,2
Jon Benonysson,7.2,Drama,1
Jon Bernthal,6.961538461538462,Action,13
Jon Bon Jovi,6.6,Action,1
Jon Cryer,6.7,Comedy,1
Jon Daly,7.3,Adventure,1
Jon Favreau,6.522222222222222,Comedy,9
Jon Foster,5.5,Comedy,3
Jon Gabrus,6.7,Comedy,1
Jon Gries,6.85,Comedy,2
Jon Hamm,6.6692307692307695,Action,13
Jon Heder,6.279999999999999,Comedy,5
Jon Lovitz,6.16,Comedy,10
Jon Orsini,6.4,Drama,1
Jon Polito,6.7,Comedy,1
Jon Prescott,6.6,Biography,1
Jon Seda,6.8,Biography,1
Jon Stewart,6.4,Comedy,1
Jon Tenney,6.133333333333333,Drama,3
Jon Voight,6.7846153846153845,Action,13
Jon Øigarden,6.8,Crime,1
Jonah Blechman,7.3,Biography,1
Jonah Bobo,6.85,Drama,2
Jonah Hauer-King,6.95,Adventure,2
Jonah Hill,6.58,Comedy,20
Jonas Abry,7.6,Crime,1
Jonas Bloquet,5.6,Horror,2
Jonas Chernick,6.1,Comedy,1
Jonas Dassler,6.7,Crime,1
Jonas Hoff Oftebro,6.6,Action,1
Jonas Jagermeyr,7.4,Drama,1
Jonas Karlsson,5.1,Crime,1
Jonas Nay,7.4,Drama,1
Jonas Rimeika,6.9,Comedy,1
Jonas Strand Gravli,6.8,Crime,1
Jonathan Banks,6.3,Action,3
Jonathan Bennett,7.1,Comedy,1
Jonathan Bowater,6.6,Comedy,1
Jonathan Brandis,5.3,Comedy,2
Jonathan Breck,5.9,Horror,2
Jonathan D. Mellor,6.5,Horror,1
Jonathan Daniel Brown,6.5,Comedy,2
Jonathan Frakes,6.75,Action,4
Jonathan Freeman,8.0,Animation,1
Jonathan Groff,6.5,Animation,4
Jonathan Haagensen,7.2,Crime,1
Jonathan Hyde,7.1,Adventure,1
Jonathan Jackson,6.025,Drama,4
Jonathan Keltz,5.8,Comedy,1
Jonathan Lapaglia,5.3,Action,1
Jonathan Lipnicki,5.65,Adventure,4
Jonathan Majors,6.633333333333333,Action,6
Jonathan Penner,5.4,Comedy,1
Jonathan Pryce,6.7272727272727275,Biography,11
Jonathan Race,7.6,Drama,1
Jonathan Raggett,7.0,Biography,1
Jonathan Readwin,5.6,Drama,1
Jonathan Rhys Meyers,6.618181818181818,Drama,11
Jonathan Rosenthal,6.2,Drama,1
Jonathan Roumie,7.199999999999999,Drama,2
Jonathan Sadowski,5.0,Horror,1
Jonathan Safran Foer,7.4,Comedy,1
Jonathan Silverman,6.4,Adventure,2
Jonathan Stark,5.4,Comedy,1
Jonathan Taylor Thomas,5.3999999999999995,Comedy,3
Jonathan Tiersten,6.2,Horror,1
Jonathan Tucker,6.316666666666666,Crime,6
Jonathan Winters,5.4,Animation,1
Jonathan Woodhouse,7.0,Biography,1
Jong-Hak Baek,8.1,Drama,1
Jong-Ho Kim,8.0,Drama,1
Jonny Brugh,7.6,Comedy,1
Jonny Coyne,5.7,Horror,1
Jonny Cruz,7.4,Action,1
Jonny Lee Miller,6.616666666666667,Comedy,6
Jonny Weston,6.225,Drama,4
Joon Lee,6.3,Action,1
Jordan Belfi,6.4,Horror,1
Jordan Calloway,5.4,Horror,1
Jordan Carlos,6.6,Comedy,2
Jordan Chan,6.1,Action,1
Jordan Fisher,6.0,Comedy,1
Jordan Fry,6.8,Animation,1
Jordan Gavaris,5.6,Horror,1
Jordan Ladd,5.6,Horror,1
Jordan Nagai,8.3,Animation,1
Jordan Peele,6.300000000000001,Animation,2
Jordan Routledge,6.9,Comedy,1
Jordan Todosey,6.3,Comedy,1
Jordana Brewster,6.0200000000000005,Action,10
Jordana Largy,6.1,Drama,1
Jordi Molla,6.5,Action,5
Jordis Triebel,6.5,Action,1
Jorge Diaz,5.0,Horror,1
Jorge Lendeborg Jr.,6.275,Action,4
Jorge Molina,6.4,Action,1
Jorge Sanz,7.1,Comedy,1
Jorge-Yamam Serrano,7.4,Horror,1
Jorgen Nohall,7.4,Comedy,1
Jorgen Thorsson,7.0,Crime,1
Joris Jarsky,6.4,Action,1
Jorma Taccone,6.233333333333333,Comedy,3
Jorma Tommila,6.75,Action,2
Jorundur Ragnarsson,7.4,Adventure,1
Jose Acosta,7.5,Crime,1
Jose Angel Egido,7.5,Comedy,1
Jose Coronado,7.8,Crime,2
Jose De Luna,7.2,Comedy,1
Jose Ferrer,6.6,Comedy,1
Jose Julian,7.2,Drama,1
Jose Lewgoy,7.65,Adventure,2
Jose Luis Ferrer,6.3,Adventure,1
Jose Luis Garcia,7.3,Drama,1
Jose Luis Garcia-Perez,7.0,Drama,1
Jose Luis Gomez,7.1,Drama,2
Jose Maria De Tavira,6.8,Action,1
Jose Maria Yazpik,6.8,Crime,1
Jose Pablo Cantillo,6.9,Action,1
Jose Wilker,6.0,Adventure,1
Jose Zuniga,7.4,Comedy,1
Josef Altin,7.3,Crime,2
Josef Bierbichler,7.1,Drama,1
Josef Sommer,7.4,Drama,1
Joseph A. Carpenter,8.0,Biography,1
Joseph Blaire,6.3,Adventure,1
Joseph Bologna,6.333333333333333,Comedy,3
Joseph Cross,6.2,Comedy,4
Joseph Fiennes,6.485714285714286,Action,14
Joseph Friend,6.7,Comedy,1
Joseph Gordon-Levitt,6.909090909090909,Action,22
Joseph Izzo,7.0,Animation,1
Joseph Lee,7.6,Drama,1
Joseph Maher,6.2,Comedy,1
Joseph Mawle,6.300000000000001,Biography,2
Joseph Mazzello,7.0,Adventure,3
Joseph Mckenna,6.0,Comedy,1
Joseph Melito,8.0,Mystery,1
Joseph Morgan,6.2,Horror,1
Joseph Pilato,7.1,Horror,1
Joseph Ruskin,6.6,Action,1
Joseph Salas,6.3,Action,1
Joseph Sikora,5.6,Horror,1
Joseph Vijay,7.026666666666667,Action,15
Joseph Winter,6.4,Comedy,1
Josephine Langford,5.15,Drama,2
Josephine Lebas-Joly,7.5,Comedy,1
Josephine Sanz,7.4,Drama,1
Josette Simon,7.4,Biography,1
Josh Bowman,5.0,Action,1
Josh Brener,5.4,Comedy,1
Josh Brolin,6.965000000000001,Action,20
Josh Charles,6.8999999999999995,Comedy,3
Josh Cooke,5.2,Horror,1
Josh Cruddas,6.2,Action,1
Josh Dean,6.2,Comedy,1
Josh Duhamel,6.173684210526315,Action,19
Josh Fadem,5.9,Comedy,1
Josh Gad,6.723076923076923,Animation,13
Josh Hamilton,6.814285714285715,Comedy,7
Josh Hartnett,6.475,Action,16
Josh Hutcherson,6.366666666666666,Action,15
Josh Lawson,6.55,Comedy,2
Josh Lucas,6.3,Drama,15
Josh Mostel,5.8,Action,1
Josh O'Connor,7.15,Drama,2
Josh Pais,6.1,Action,2
Josh Peck,5.966666666666666,Action,3
Josh Radnor,6.7,Comedy,2
Josh Stewart,6.199999999999999,Horror,2
Josh Swickard,5.8,Comedy,1
Josh Whitehouse,5.6,Adventure,1
Josh Wiggins,6.6,Adventure,1
Josh Zuckerman,6.5,Comedy,1
Joshua Barragan,6.3,Comedy,1
Joshua Close,5.5,Fantasy,1
Joshua Harto,5.6,Drama,1
Joshua Jackson,6.125,Adventure,4
Joshua Leonard,6.3,Drama,4
Joshua Mcivor,6.9,Fantasy,1
Joshua Mikel,5.8,Horror,1
Joshua Rudoy,6.1,Comedy,1
Joshua Wilson,6.0,Drama,1
Josie Ho,6.2,Horror,1
Josif Josifovski,7.9,Drama,1
Joss Ackland,6.4,Comedy,2
Jovan Adepo,6.8,Action,3
Joy Boushel,7.6,Drama,1
Joy Bryant,6.32,Biography,5
Joyce Hyser,6.5,Comedy,1
Joyce Payne,6.3,Comedy,1
Joyce Robbins,6.1,Crime,1
Joyce Van Patten,6.5,Biography,2
Jr Bourne,5.949999999999999,Thriller,2
Jr Reed,6.8,Adventure,1
Ju Ji-Hoon,7.2,Action,1
Ju Jin-Mo,7.2,Action,1
Juan Camilo Roman Estrada,7.4,Adventure,1
Juan Carlos Aduviri,7.4,Drama,1
Juan Carlos Hernandez,5.5,Action,1
Juan De Marcos Gonzalez,6.7,Animation,1
Juan Diego,6.4,Comedy,1
Juan Echanove,7.0,Comedy,1
Juan Fernandez,6.3,Horror,1
Juan Lopez-Tagle,6.3,Adventure,1
Juan Margallo,7.2,Comedy,1
Juan Minujin,7.6,Biography,1
Juan Pablo Di Pace,4.9,Drama,1
Juan Pablo Gil,7.3,Comedy,1
Juan Pablo Raba,6.1,Action,2
Juan Saavedra,6.1,Drama,1
Juana Acosta,6.9,Comedy,1
Juana Collignon,6.5,Action,1
Juancho Hernangomez,7.3,Comedy,1
Judah Friedlander,6.2,Action,1
Judah Lewis,6.6000000000000005,Comedy,6
Judah Nelson,5.7,Drama,1
Judd Hirsch,7.375,Drama,4
Judd Nelson,6.733333333333333,Comedy,3
Jude Hill,7.3,Biography,1
Jude Law,6.718181818181818,Drama,33
Judge Reinhold,6.7,Comedy,6
Judi Dench,6.9523809523809526,Biography,21
Judie Aronson,5.7,Horror,2
Judith Barsi,6.7,Animation,1
Judith Godreche,6.699999999999999,Comedy,2
Judith Hoag,6.8,Action,1
Judith Roberts,6.7,Crime,1
Judith Scott,5.9,Comedy,1
Judith Vittet,7.5,Drama,1
Judy Davis,7.088888888888889,Comedy,9
Judy Greer,6.3625,Comedy,8
Judy Parfitt,7.15,Crime,2
Jugal Hansraj,7.0,Drama,1
Juhan Ulfsak,7.3,Action,1
Juhani Niemela,7.6,Comedy,1
Juhi Chawla,7.066666666666666,Comedy,6
Julene Renee,5.8,Comedy,1
Jules Willcox,6.2,Drama,1
Julia Chan,5.2,Horror,1
Julia Dietze,5.45,Action,2
Julia Fox,7.4,Crime,1
Julia Garner,6.333333333333333,Drama,3
Julia Greer,7.9,Drama,1
Julia Jentsch,7.366666666666667,Biography,3
Julia Jones,5.0,Action,1
Julia Louis-Dreyfus,6.357142857142857,Comedy,7
Julia Ormond,6.840000000000001,Crime,10
Julia Rehwald,6.2,Drama,1
Julia Roberts,6.430952380952381,Comedy,42
Julia Sarah Stone,6.0,Horror,1
Julia Sawalha,6.25,Animation,2
Julia Schacht,6.4,Horror,1
Julia Stiles,6.130769230769231,Comedy,13
Julia Wieniawa-Narkiewicz,4.9,Fantasy,1
Julian Adams,5.9,Drama,1
Julian Arahanga,7.9,Crime,1
Julian Barratt,6.233333333333333,Comedy,3
Julian Dennison,7.133333333333333,Adventure,3
Julian Fellowes,7.3,Biography,1
Julian Giraldo,6.8,Adventure,1
Julian Glover,7.3,Drama,1
Julian Lerner,5.7,Comedy,1
Julian Mcmahon,5.800000000000001,Drama,2
Julian Morris,5.8,Drama,1
Julian Richings,7.0,Drama,1
Julian Sands,6.75,Drama,8
Julian Wadham,5.9,Biography,2
Julian Weigend,7.3,Comedy,1
Juliana Harkavy,5.8,Horror,1
Juliane Kohler,7.85,Biography,2
Julianna Layne,6.7,Comedy,1
Julianna Margulies,6.26,Comedy,5
Julianne Hough,5.925,Comedy,4
Julianne Moore,6.654347826086957,Comedy,46
Julianne Nicholson,6.966666666666666,Adventure,3
Julianne Phillips,6.1,Comedy,1
Julie Andrews,6.616666666666667,Comedy,6
Julie Benz,6.2,Action,3
Julie Bowen,5.9,Comedy,4
Julie Burgess,7.1,Drama,1
Julie Carmen,6.7,Drama,3
Julie Christie,7.633333333333333,Drama,3
Julie Condra,6.4,Action,1
Julie Delpy,6.9818181818181815,Comedy,11
Julie Edwards,5.2,Comedy,1
Julie Entwisle,6.0,Fantasy,1
Julie Estelle,6.9,Action,1
Julie Ferrier,6.7,Comedy,1
Julie Hagerty,6.959999999999999,Comedy,5
Julie Hamilton,5.9,Comedy,1
Julie Harris,6.3999999999999995,Biography,3
Julie Kavner,7.55,Biography,2
Julie Lebreton,7.2,Comedy,1
Julie Mcniven,5.7,Horror,1
Julie Oliver-Touchstone,6.1,Horror,1
Julie R. Ølgaard,7.5,Action,1
Julie Vollono,7.4,Drama,1
Julie Walters,7.033333333333333,Comedy,9
Julie Warner,6.3,Comedy,1
Julien Boisselier,6.949999999999999,Drama,2
Juliet Rylance,6.8,Horror,1
Juliet Stevenson,6.6,Comedy,2
Julieta Serrano,7.25,Comedy,2
Julieth Restrepo,6.3,Biography,1
Juliette Binoche,6.7894736842105265,Drama,19
Juliette Lewis,6.6066666666666665,Crime,15
Julio Cesar Cedillo,7.4,Biography,1
Julio Pena,5.5,Comedy,1
Julius Carry,6.8,Action,1
Jun Fukuyama,7.6,Animation,1
Jun Ji-Hyun,6.666666666666667,Action,3
Jun Kunimura,7.25,Drama,2
Jun Muto,6.5,Comedy,1
Jun'Ichi Okada,6.3,Animation,1
Jun-Yeong Jang,7.1,Drama,1
June Diane Raphael,6.75,Comedy,2
June Kyoto Lu,7.5,Crime,1
June Squibb,6.525,Comedy,4
Jung Suh,6.9,Drama,1
Jung Woo-Sung,7.5,Action,3
Jung Yu-Mi,7.8,Drama,2
Junko Iwao,8.0,Animation,1
Junko Takeuchi,7.5,Animation,3
Juno Temple,6.34,Drama,10
Junya Fukuda,7.9,Biography,1
Jurgen Prochnow,6.516666666666667,Drama,6
Jurgen Tonkel,7.3,Comedy,1
Jurgen Vogel,7.6,Drama,1
Jurnee Smollett,5.96,Action,5
Jurota Kosugi,6.9,Animation,1
Jussi Vatanen,7.7,Drama,1
Justice Smith,6.4875,Action,8
Justin Arnold,5.3,Drama,1
Justin Bartha,6.5,Comedy,8
Justin Benson,6.5,Drama,1
Justin Bradley,5.5,Drama,1
Justin Braine,7.6,Biography,1
Justin Chambers,5.3,Comedy,1
Justin Chatwin,6.1,Crime,1
Justin Chon,5.8,Comedy,1
Justin Doran,5.8,Animation,1
Justin Fletcher,7.05,Animation,2
Justin Gordon,5.8,Drama,1
Justin H. Min,6.7,Drama,1
Justin Hartley,6.0,Comedy,3
Justin Henry,7.0,Comedy,1
Justin Long,6.088235294117647,Comedy,17
Justin Pierce,6.55,Drama,2
Justin Salinger,5.9,Drama,1
Justin Theroux,6.5375,Crime,8
Justin Timberlake,6.492857142857143,Drama,14
Justin Welborn,6.0,Horror,1
Justin Whalin,5.2,Horror,1
Justina Humpf,6.9,Comedy,1
Justina Machado,5.5,Comedy,1
Justine Waddell,6.35,Adventure,2
Justus Von Dohnanyi,7.3,Comedy,1
Jyoti Malshe,8.2,Drama,1
Jyoti Subhash,7.9,Comedy,1
Jørgen Langhelle,7.5,Comedy,1
K.J. Apa,6.0,Biography,2
K.K. Raina,7.5,Drama,1
Ka-Kui Ho,7.0,Action,1
Ka-Tung Lam,8.0,Action,1
Kaali Venkat,7.6,Action,1
Kabir Bedi,5.6,Action,1
Kacey Mottet Klein,7.4,Drama,1
Kad Merad,7.199999999999999,Drama,4
Kadee Strickland,5.7,Crime,1
Kadeem Hardison,5.8,Comedy,1
Kadir Cermik,7.9,Drama,1
Kadir Savun,8.5,Comedy,1
Kaelynn Craddick,6.3,Comedy,1
Kagiso Kuypers,8.0,Adventure,1
Kaho,7.5,Drama,1
Kaho Nakamura,7.1,Animation,1
Kai Inowaki,7.5,Drama,1
Kai Ko,7.6,Comedy,1
Kai Lennox,5.0,Horror,1
Kai Ryssdal,5.5,Crime,1
Kai Wes,6.3,Comedy,1
Kai-Peter Malina,7.1,Drama,1
Kaija Pakarinen,7.2,Comedy,1
Kais Nashif,7.4,Crime,1
Kais Setti,6.1,Action,1
Kaitlin Olson,6.95,Animation,2
Kaitlyn Bernard,6.2,Crime,1
Kaitlyn Chalmers-Rizzato,7.0,Comedy,1
Kaitlyn Dever,6.82,Drama,5
Kajal Aggarwal,6.866666666666667,Action,6
Kajol,7.199999999999999,Action,9
Kakha Gogidze,7.6,Drama,1
Kakule William,7.9,Action,1
Kal Penn,6.720000000000001,Adventure,5
Kal So-Won,8.1,Comedy,1
Kaleb Horn,7.0,Comedy,1
Kaley Cuoco,5.875,Comedy,4
Kali Rocha,6.25,Comedy,2
Kalieaswari Srinivasan,7.2,Crime,1
Kalina Jedrusik,7.7,Drama,1
Kalki Koechlin,7.466666666666666,Comedy,3
Kalliane Bremault,6.2,Comedy,1
Kalyani Priyadarshan,8.2,Action,2
Kamal Haasan,8.0,Action,8
Kamel El Basha,7.6,Crime,1
Kamran Dehghan,7.9,Drama,1
Kana Hanazawa,7.6,Animation,2
Kanako Higashi,6.6,Drama,1
Kanako Higuchi,6.0,Action,1
Kanata Hongo,5.0,Action,1
Kanchana,8.0,Action,1
Kandido Uranga,6.4,Adventure,1
Kane Hodder,5.533333333333334,Action,3
Kane Kosugi,6.1,Action,1
Kaneto Shiozawa,7.0,Animation,1
Kang Ha-Neul,7.4,Crime,1
Kang Hye-Jeong,8.4,Action,1
Kang Shin-Il,7.7,Action,1
Kangana Ranaut,6.711111111111111,Action,9
Kanin Howell,6.1,Animation,1
Kankuro Kudo,7.5,Animation,1
